app_id,publishers,categories,genres,source_url,accessed_at,notes
343780,Cat5Games,,,https://www.metacritic.com/game/cat-goes-fishing/,2026-08-22,Missing publisher manually verified
667530,WAYONE GAMES,,,https://store.steampowered.com/app/667530/Drunken_Wrestlers_2/,2026-08-22,Missing publisher manually verified
1789480,Team17,,,https://store.steampowered.com/app/1789480/Marauders/,2026-08-22,Missing publisher manually verified
955900,,,"Indie,RPG,Simulation,Strategy",https://store.steampowered.com/app/955900/Amazing_Cultivation_Simulator/,2026-08-22,Missing genres manually verified
241930,,,"Action,Adventure,RPG",https://store.playstation.com/it-it/product/EP1018-CUSA00053_00-SHADOWOFMORDOR01,2026-08-22,Steam reports Primary Genre Unknown Genre (0); classification derived from the PlayStation Store genres
